Name,Description,Reason,Proof,How to Boycott,Alternatives,Logo URL
Flash,Household cleaning products.,"Flash is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Flash products. Don't sell Flash products. Don't work for Flash.,Supermarket own brand products.,https://www.cleaningsuppliesuk.co.uk/media/solwin/ourbrand/brand/image/f/l/flash_logo.jpg
Jo Malone,"Cosmetics company, owned by Estee Lauder.","Jo Malone is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Lush cosmetics. Sunnamusk.,https://image.isu.pub/170203184809-3d22cddc0d5e27dd1d0ea2ce32b57baf/jpg/page_1.jpg
Keter,"Sheds, garden furniture and household products.","Keter operated facilities in the Occupied West Bank's Barkan Industrial Estate. After boycott pressure it seems to have closed the facility, however its history of complicity in the occupation means it should still be boycotted.",https://www.whoprofits.org/companies/company/4060,Don't buy Keter products. Don't sell Keter products.,Supermarket own brand alternatives. Non Keter products in same category.,"https://images.crunchbase.com/image/upload/c_lpad,h_256,w_256,f_auto,q_auto:eco,dpr_1/v1469080356/d4wxa85xv4gueo1nwled.png"
Lenor,Household cleaning products.,"Lenor is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Lenor products. Don't sell Lenor products. Don't work for Lenor.,Supermarket own brand products.,https://www.pattersons.co.uk/media/solwin/ourbrand/brand/image/l/e/lenor.jpg
Pampers,Babies nappy/diaper brand.,"Pampers are made in factories on occupied territory, and is owned by Procter and Gamble, who opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy Pampers products. Don't sell Pampers products. Don't work for Pampers.,Supermarket own brand products.,https://seeklogo.com/images/P/pampers-logo-D613293CC6-seeklogo.com.png
Persil,Laundry detergent range.,"Persil licence is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Persil products. Don't sell Persil products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://cdn.sanity.io/images/92ui5egz/production/49f021024dbc823ce3fd71bac47d5627f560d333-1080x1080.jpg?w=375&h=375&fit=crop&auto=format
Power Action,Household cleaning products.,Power Action wipes and other products are made in Occupied Palestine.,https://home.bargains/brand/poweraction/power-action,Don't buy Power Action products. Don't sell Power Action products. Pressure Home Bargains to stop stocking Power Action products.,"Supermarket own brand alternatives, eg. Aldi, Lidl.",https://media.home.bargains/brand-images/3/6/9/0/36907459caf36331f385a4772a62ee468006af37.png?x=200
Procter & Gamble,American multinational consumer goods corporation.,"Procter and Gamble opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy P&G products. Don't sell P&G products. Don't work for P&G.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://logowik.com/content/uploads/images/108_procterandgamble.jpg
SodaStream,Israel-based consumer home carbonation brand.,"SodaStream is an Israeli company which manufactured its products in Occupied Palestine. Now owned by Pepsico after a $3.2b acquisition. It since moved its factory from the West Bank to main Israel, however is still subject to boycott for its firing of 60 Palestinian workers and dark history.",https://bdsmovement.net/news/%E2%80%9Csodastream-still-subject-boycott%E2%80%9D,Dont buy Sodastream devices. Don't sell Sodastream devices.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Saka water (from Turkiye). Barr Drinks (owner of Irn Bru).",https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/092012/soda_stream.png
Surf,Laundry detergent range.,"Surf licence is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Surf products. Don't sell Surf products. Don't work for Unilever.,Supermarket own brand products.,https://cdn.sanity.io/images/92ui5egz/production/e80729857a4e391984df4473831a0cce25271b02-280x280.jpg?w=375&h=375&fit=crop&auto=format
