Name,Description,Reason,Proof,How to Boycott,Alternatives,Logo URL
La Mer,"Cosmetics company, owned by Estee Lauder.","La Mer is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Lush cosmetics. Huda beauty products.,https://fontmeme.com/images/Lar-Mer-Logo.jpg
La Roche-Posay,Skincare brand owned by L'Oreal,"La Roche-Posay is owned by L'Oreal. L'Oreal is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy La Roche-Posay products. Don't sell La Roche-Posay products. Don't work for L'Oreal.,Lush cosmetics. Huda beauty.,https://www.easypara.co.uk/media/easysoft/home/manufacturer/larocheposay-easyparapharmacie.jpg
Lancome,"Beauty brand, owned by L'Oreal.","Lancome is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Lancome products. Don't sell Lancome products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/032011/untitled-1_392.png
Loewe,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Loewe's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Loewe products. Don't sell Loewe products. Don't work for Loewe or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://logowik.com/content/uploads/images/loewe2671.jpg
Loreal / L'oreal,World's largest cosmetics company,"L'Oreal is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy L'Oreal products. Don't sell L'Oreal products. Don't work for L'Oreal Groupe.,Lush cosmetics.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0000/2125/brand.gif
Louis Vuitton,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Louis Vuitton's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Louis Vuitton products. Don't sell Louis Vuitton products. Don't work for Louis Vuitton or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://media.designrush.com/inspiration_images/136124/conversions/_1519762849_545_990__1513771354_519_louis-v1_b31600c58738-mobile.jpg
Lux,Personal care products.,"Lux is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Lux products. Don't sell Lux products. Don't work for Unilever.,Lush cosmetics. Supermarket own brand products.,https://cdn.sanity.io/images/92ui5egz/production/2f8428952599e230782f70a2ca0bfc3e5fa2b270-1080x1080.png?w=375&h=375&fit=crop&auto=format
LVMH,"Louis Vuitton Moet Hennessey, a french multinational conglomerate specialising in luxury goods",LVMH owner Bernard Arnault invests in Israeli companies,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy LVMH products. Don't sell LVMH products. Don't work for LVMH.,Unbranded oil based fragrances. Non-designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://r.lvmh-static.com/uploads/2010/01/lvmh_logotype_simple_n-1.jpg
Lynx,Deodorant brand.,"Lynx is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Lynx products. Don't sell Lynx products. Don't work for Unilever.,Unbranded oil based fragrances. Supermarket own brand products. Sunnamusk.,https://cdn.sanity.io/images/92ui5egz/production/81a3d4dbeb4e81c5c5443bd3616e23b6333428d4-1080x1080.png?w=375&h=375&fit=crop&auto=format
MAC Cosmetics,"Cosmetics company, owned by Estee Lauder.","MAC Cosmetics is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Lush cosmetics. Huda beauty.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/122019/logo-mac_prancheta_1.png?NPZfS4QSWg_6ySGSJKInsSXz2CFRKvhS&itok=2_JpKro7
Maison Francis Kurkdjian,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Maison Francis Kurkdjian's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Maison Francis Kurkdjian products. Don't sell Maison Francis Kurkdjian products. Don't work for Maison Francis Kurkdjian or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://perfumesociety.org/wp-content/uploads/2014/04/FRANCIS-KURK-1.jpg
Maison Margiela Fragrances,Partnership between fashion house Maison Margiela and L'Oreal to produce their frangrances range.,"Maison Margiela Fragrances is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Maison Margiela Fragrances products. Don't sell Maison Margiela Fragrances products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://admin.showstudio.com/images/qJ-C79aRXkFj725FPJYdSkL5QgU=/376561/width-640%7Cformat-jpeg/f92ad3f3434f7a20ca931285c2df9906.png
Marc Jacobs,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Marc Jacobs's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Marc Jacobs products. Don't sell Marc Jacobs products. Don't work for Marc Jacobs or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://i.pinimg.com/originals/5d/fe/db/5dfedbb30f0bc5803283b79a4c9da8fd.jpg
Maybelline,"Beauty brand, owned by L'Oreal.","Maybelline is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Maybelline products. Don't sell Maybelline products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0003/5632/brand.gif
MoroccanOil,"An israeli haircare brand owned by Israeli, Carmen Tal.","Moroccan Oil obscures its manufacturing and origins. It poses as a moroccan brand, however its products are all manufactured in Isreal. ",https://electronicintifada.net/blogs/sarah-irving/moroccanoil-israeli-hair-products-glamorize-apartheid,Don't buy MoroccanOil products. Don't sell MoroccanOil products. Don't work for MoroccanOil.,Any other argan oil brand which has no involvement with israel.,https://cdn.supadupa.me/shop/13/images/1908639/morrocan-oil-logo-gravity-_grande.png
Mugler Beauty,Partnership between fashion house Mugler and L'Oreal to produce their beauty range.,"Mugler Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Mugler Beauty products. Don't sell Mugler Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://notwanepharmacy.store/wp-content/uploads/2020/08/mugler-logo.png
NYX Professional Makeup,"Professional makeup brand, owned by L'Oreal.","NYX Professional is a brand owned by L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy NYX Professional products. Don't sell NYX Professional products. Don't work for L'Oreal Groupe.,Lush cosmetics.,https://lens-storage.storage.googleapis.com/png/74504afc12b6483d988c46d13fa2f6ca
