Name,Description,Reason,Proof,How to Boycott,Alternatives,Logo URL
HP,"IT company who develop hardware and software for consumers, enterprise and government.",Hewlett Packard runs the biometric ID system that Israel uses to restrict Palestinian movement as well as other systems for the IDF.,https://en.wikipedia.org/wiki/Hewlett-Packard_Israel,Avoid buying HP products. Don't work for HP.,Lenovo.,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAQMAAADDCAMAAACxkIT5AAAAe1BMVEX///8AAABhYWFAQED6+vr19fXv7++Xl5f7+/tkZGTs7OzPz8/y8vK/v7/39/esrKyRkZHg4ODm5ubY2Ng4ODh9fX2CgoJNTU2Li4vHx8dwcHAzMzOwsLAaGhp2dnZbW1ssLCyenp4fHx8TExNUVFQjIyNDQ0O5ubmjo6OD7WlqAAAHn0lEQVR4nO2caUPqOhCGTxFEkEU2ERTZxf//C68cyeRtM0kKF+2EM88321A702QyW/vnj6IoiqIoiqIoiqIoiqIoiqIoiqIoiqIoiqIoiqIoiqIoN0hj3lq25pPnp/7joFP1zVTEIbMsPt7fBlXf0K/Q6Dbhr2VW5L3bqOzefofZPMtABx1HBUdas+pu8KfpNBdHEYf2yCergyzbNu+ru80fZDj5lm8Kx+48OjiuiaH3SqnSmRjh3uzBgV8FRy3c1lyoN61odXv4JaiDLHvqVXfL12a2t3LN4fgqooNscyvWsT5HsUCqx5gKvmjdxFR4XKBMe1gK7yV0kG1vYCo08yI9w6kyKvjiqbJ7vw71WkGgkT13YCVmWCa9HjrjgjgbOFlUj5/XhHfJ4aIozdqebJdWwZdRSDaWYlygtj3r85N5Rv5/I5mhK8kOTgf8ZI4kZwKjAvSTudO3poSGYwu+gNTA07k62KaXZ/pgxGjB+aif7DB+qEyYy5hzUpzpJ4dUmAC80YcBE3ZAhLX3/wlkxIrwYgfUL1FBlj1WJ9K5PLyyEsAe371MB6t0vOZnVoAxjHDzyeV4r0ymM+FXAq7m+wtVkM5q8HiA4Cf3L9bBa3VinYMnEMB88vRiHaSxN/Q8N186nxwhBXfR5wR34kNK8ez/11JoeG4d88kfd4ZijuUrLLAnka0dIT+h0nSk+qYLY6zj/9B4bOXHNd1LHmmMaMN94UfIoceFi0f8P8mHDv4S29B4XtItwptHBaFVjEqYBsaZ7Fv/2jd9ZXgvOZILA7/yLTTupOD9dW/52vh2vXHZX9WDA8sotHJ8VVSPpTPQuEiK4ORbTa53wz+ALzsElq53fwJ+RuMgy/JwAmfGaQ/Zh2dLtXiiJbbvYgXHzLiNFW6wH//ldQnjjI8tOXLyOYCcn9xkjsEkJzuJAYI5JtlF8MVCMHfJh+Lakqyx65FjCOEmbaJ3vyDLhfgyZGjpjHeMO4VRHVQjqSBbg3E2CSk3nzTz6AAsHVkMbnnAtN+ZY7D0ISJFz1sWa14FG3hq9Ci5MNIuD6pCLeDykISM7LUV4skS4nZujuHyMEsfqpHkZ6CwEF2FXOpq2fA64PLJMJnJ0sHyIIsIlhOTkNufF+Yy+M7b3HSmRwl1M2pLsjsAGRYsVOeSkLBbiCKeT6a+C1getAvC8qBFhbYvF45JDRk8NUSYzn1GBGZ52BYVuHq+WC+1W41vssLpbByBFRyj5WEPkR+F/mDeBw3G2BWyZnXA9V2AtSdLB1kW+i32XeQzE1I3Rz5whviQni/IxiwPWlO4AxaMjdTsMltPR0fA7J0om3m84DvT6jj4Ly618Mj23nKOACQEmTDS+gEYFRQui6l6SbA6gPP0KEE2xk+mKBL9y2KxPiUdwLolRwBDQbMUIBqmugv6AMWmVqk64OwByEHOX3h5kPHDJIHT1CrVHjD7AmYJzKNcQEaF1Ga79mg2YRnBKdZL3RfWrg5gG6foPxxG2nolJl2dBJXUhn7GT+T8ZMiKMH4yFapwxbtNrVJrTW688AFnzaPEKpGJjWB50BPH3LFbyJUaL7hxIzwtzk9mwkjyF3IZAreQKzVudFsPuP7kcBhJKfVPuDATkErNHzh5JK4/mWtLgiwLK6S76YrNIzmODDgCtE7Cy4PMKqqP6WmQm09c52+UdQRgx2OWB6XU0eYxTa1SQ2envgCOwAPnJ7thJM2M3FwvdOsUZpgwCnUmLmHGte/bLAubUuea/QR/JyLnzqEjwCTMuHILV2TkmloF1xvzvgz3vQvMJxtLZ4vrNFuw3s69ESO57pzzks7PJ88++3/5RA+Ia++R3H+AfShc3wV2XNPyiDSVMA2PG8l9KBg+R/LJZOliUTDT6Sa7HwkmLpjuYD45Mq+54pXopQBPDR0Bkx1Dc24s3SpyQaaWvYj8pGoo/D8/nxy+HvAZ/knlNE5b/BZyxxQLcssj/Akg9oUX8Y3rpyAAd3Bz75gHNRvIR/H3QH3ENnVIdg6+OblD01bNQHHQnT1GwsHyaO9qOZZ7V/4jYlMHlthHj7wC+d58KCB7Y/zG9yILC6YJfG8+FBBvDY6sz9ABl2UJIzdzkMP3DgMD/KrcW+CrimQ6l/Lv9cParnssYAGpOXWHUh/AOsJVI4NILbW69Mo901wYyX40oshGbp+yQ8nVAEXDch9EEB4s5Sm310MY6XsfLkcie4KByQU7YBhZ5i3wmve/yaReYoPkyi0BEvoIxokSn3mAMHJdQgdJOIh5oi/449Qu8eEwqZXmIDHn9zw/OUkVxCRbcFkWL0ntikhwOWBG5VZnwZF24Kto8GRjfvI+gbSJn97OKxiMivjJU8EV1lKUeAs8so3Kzx9G8Ux0yCeH/eRkouUQDc5vxmqkf71k2VL6hz/K0nVThZhP9mtge/BfNDV6jlUAS7/2quA5dWOYp523/dhk4Yuu5knviCwD1ELcT54n+B3dErTt63lwlPWTX25vDhDd7zZO7Npz7WWtm9oXdM+kc5gH/eT54VZ2wzAjeM7gPIxb/YRjo//BdLerzScv69nghk2AoiiKoiiKoiiKoiiKoiiKoiiKoiiKoiiKoiiKoiiKovyb/AdZ9lL6MpgBeQAAAABJRU5ErkJggg=="
Intel,Computer technology company,Intel Invests heavily in israel including in towns stolen from Palestinians,https://www.intel.com/content/www/us/en/corporate-responsibility/intel-in-israel.html,"Dont use Intel products. Don't work for Intel. If you are a company decision maker, find alternatives to Intel products.",AMD.,https://logos-world.net/wp-content/uploads/2021/09/Intel-Logo.png
Kayak,Kayak is a website owned by Booking Holdings.,"Booking.com, whos parent company Booking Holdings owns Kayak, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,Don't book on Kayak. Book directly with businesses. They usually offer discounts and similar terms for direct bookings. Don't list your services on Kayak. Don't work for Booking Holdings.,halalbooking.com.,https://www.bookingholdings.com/wp-content/uploads/2018/02/bkng_brands-fullyopen-kayak-1.svg
Marks and Spencer / M&S,"British multinational retailer that specialises in selling clothing, beauty products, home products and food products.","Marks & Spencer has been a pro zionist entity since its inception, with various members of its management openly declaring support for the zionist state. For over 100 years, they have been the biggest commercial conduit between Israel and the UK. More recently however, they have publicly distanced themselves from having 'political' ties and aims. And since the last statements in support of Israel were around the year 2000, it is difficult to tell how much their leadership supports Israel.",https://www.ihrc.org.uk/briefing-a-brief-chronology-of-the-marks-spencer-israel-relationship/,Don't shop at M&S. Don't work for M&S.,Asda. Co-op.,https://corporate.marksandspencer.com/sites/marksandspencer/files/styles/desktop/public/marksandspencer/logos/m-s-logo.png
Monday.com,Project management software based in Tel Aviv,Monday.com is an Israeli start up operating out of Occupied Palestine.,https://investorplace.com/2021/06/mndy-stock-ipo-what-to-know-as-monday-com-starts-trading-today/,"Dont use Monday.com software. If you work in procurement, find an alternative software.",Jira.,https://ceblog.s3.amazonaws.com/wp-content/uploads/2020/11/13182233/Monday-Logo-1.png
Moovit,Moovit is an Israel-based mobility as a service provider and journey planner app.,"Founder, Uri Levine, is a zionist who is also ex-IDF (also founded waze).",https://twitter.com/UriLevine1,Don't use Moovit to plan your journeys. Don't work for Moovit.,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtmGGog03Rp28l-WS8xL5iCUJakSfX14s_qdxOuOkJ&s
Motorola,Communications and electronics manufacturer and operator.,The IDF uses motorola as a main supplier for its communication equipment which enables them to effectively control the occupied Palestinians. They also manufacture the bomb fuses used in IDF bombs.,http://www.inminds.co.uk/boycott-motorola.php,Don't buy Motorola devices. Don't sell Motorola devices. Don't work for Motorola.,,https://cdn.lovesavingsgroup.com/logos/motorola.jpg
Nvidia,Computer technology company,"Nvidia is building a supercomputer for Israel, which will undoubtedly be used to continue its oppression of Palestinians and enforce their apartheid.",https://www.reuters.com/technology/nvidia-build-israeli-supercomputer-ai-demand-soars-2023-05-29,"Dont use Nvidia products. Don't work for Nvidia. If you are a company decision maker, find alternatives to Nvidia products.",AMD.,https://www.nvidia.com/content/dam/en-zz/Solutions/about-nvidia/logo-and-brand/01-nvidia-logo-vert-500x200-2c50-l@2x.png
Opentable,Opentable is a website owned by Booking Holdings.,"Booking.com, whos parent company Booking Holdings owns Opentable, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,Don't book on Opentable. Book directly with restaurants. They usually offer discounts and similar terms for direct bookings. Don't list your services on Opentable. Don't work for Booking Holdings.,Book directly with restaurants.,https://www.bookingholdings.com/wp-content/uploads/2018/02/bkng_brands-fullyopen-opentable.svg
Oracle,Computer technology company,"Oracle donated money to israeli employees after the war started, with an additional 10,000 israeli shekels for employees who serve in the IDF.",https://www.calcalistech.com/ctechnews/article/bj8f1tfbt/,"Dont use Oracle products. Don't work for Oracle. If you are a company decision maker, find alternatives to Oracle products.",,https://cdn.freebiesupply.com/logos/large/2x/oracle-1-logo-png-transparent.png
Outbrain,Outbrain is an advertising company which serves ads in 'Around the Web' and 'Recommended For You' boxes at the bottom of many online news articles ,"Outbrain's CEO, Yaron Galai, is a staunch zionist who supports IDF action against innocent Palestinians.",https://twitter.com/yarongalai,Don't click on ads on sites that operate Outbrain (or Taboola). Don't serve ads by Outbrain (or Taboola). Don't advertise through Outbrain (or Taboola).,MuslimAdNetwork.com.,"https://opinionstage-res.cloudinary.com/images/f_auto,q_auto/v1641219211/Case-studies-outbrain-/Case-studies-outbrain-.jpg"
Priceline,Priceline is a website owned by Booking Holdings.,"Booking.com, whos parent company Booking Holdings owns Priceline, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,Don't book on Priceline. Book directly with businesses. They usually offer discounts and similar terms for direct bookings. Don't list your services on Priceline. Don't work for Booking Holdings.,halalbooking.com.,https://www.bookingholdings.com/wp-content/uploads/2018/05/brands-fullyopen-priceline.svg
Rentalcars.com,Rentalcars.com is a website owned by Booking Holdings.,"Booking.com, whos parent company Booking Holdings owns Rentalcars.com, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,Don't rent from on Rentalcars.com. Book directly with businesses. They usually offer discounts and similar terms for direct bookings. Don't list your products on Rentalcars.com. Don't work for Booking Holdings.,Book directly with the hiring company.,https://www.bookingholdings.com/wp-content/uploads/2018/02/bkng_brands-fullyopen-rentalcars.com_.svg
SAP,Computer technology company,"SAP donated money to israeli employees after the war started, with an additional 6,500 israeli shekels for each family member of the employee.",https://www.timesofisrael.com/multinational-tech-firms-from-sap-to-intel-to-give-israeli-workers-wartime-grant,"Dont use SAP products. Don't work for SAP. If you are a company decision maker, find alternatives to SAP products.",,https://cdn.icon-icons.com/icons2/2699/PNG/512/sap_logo_icon_170763.png
eToro,eToro is a social trading and multi-asset investment company based in Israel.,Yoni Assia is the CEO of eToro and is a staunch zionist who supports the IDF.,https://twitter.com/yoniassia,Don't use eToro to trade stocks. Don't work for eToro.,,https://www.etoro.com/wp-content/uploads/2018/05/eToro-share-img.png
Taboola,Taboola is an advertising company which serves ads in 'Around the Web' and 'Recommended For You' boxes at the bottom of many online news articles.,"Taboola's CEO, Adam Singolda, is a staunch zionist who tweets about Palestine supports being ISIS and terrorist sympathisers.",https://twitter.com/AdamSingolda,Don't click on ads on sites that operate Taboola (or outbrain). Don't serve ads by Taboola (or outbrain). Don't advertise through Taboola (or Outbrain).,MuslimAdNetwork.com.,https://www.proggio.com/wp-content/uploads/2019/01/feat-Taboola.png
Tesco,British multinational groceries and general merchandise retailer,"Tesco is partnering with an Israeli start, Trigo Retail, up to deliver till-less stores with several already open in London. Michael Gabay, the CEO of Trigo is a staunch zionist.",https://www.businesswire.com/news/home/20211018005203/en/Trigo-Powers-Fully-Autonomous-Tesco-Grocery-Store-in-Central-London,"Dont buy Tesco products, especially from their GetGo stores. Pressure Tesco to drop their partnership with Trigo, and to choose a local partner instead.",Asda. Co-op. Aldi. Lidl.,https://assets.website-files.com/622733c59bf20d8a074764f6/622733c59bf20dbdf4476887_Tesco.png
Viber,"Israeli communications company, now owned by japanese firm Rakuten with main operations still in Israel. ","Founder, Talmon Marco, is a zionist who supports IDF operations in Gaza.",https://twitter.com/duras,Don't use Viber to communicate. Don't trust that viber is not sharing data with the Israeli intelligence services. Don't work for Viber.,Telegram.,https://cdn-icons-png.flaticon.com/512/124/124016.png
Waze,Israel based navigation app. Operations in Israel.,"Founder, Uri Levine, is a staunch zionist who is also ex-IDF (also founded moovit).",https://twitter.com/UriLevine1,Don't use Waze to navigate. Don't work for Waze..,"Use Google maps which is also on the list, but they don't earn revenue from it like waze does through advertising. Amigo (unverified).",https://9to5google.com/2020/06/29/waze-logo-2020-brand-refresh/waze-logo-2020-1/
Wix,"Israeli owned website building tool. Based in Tel Aviv, Israel.",CEO Avishai Abrahami is a zionist who supports the IDF.,https://twitter.com/avishai_ab,"Don't use wix to build your website, use another service. Don't work for Wix.",Wordpress. Weebly. Squarespace.,https://cdn-icons-png.flaticon.com/512/5968/5968762.png
