Name,Description,Reason,Proof,How to Boycott,Alternatives,Logo URL
Givenchy,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Givenchy's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Givenchy products. Don't sell Givenchy products. Don't work for Givenchy or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://i.pinimg.com/originals/3d/a0/35/3da0354353d0d7dc17f95af8ebc3efb8.png
Hublot,"A luxury watch brand owned by Bernard Arnaults company, LVMH","The owner of Hublot's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Hublot products. Don't sell Hublot products. Don't work for Hublot or LVMH.,,https://seeklogo.com/images/H/Hublot-logo-A48632AE5F-seeklogo.com.png
Kenzo,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Kenzo's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Kenzo products. Don't sell Kenzo products. Don't work for Kenzo or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://logowik.com/content/uploads/images/kenzo8232.jpg
Loewe,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Loewe's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Loewe products. Don't sell Loewe products. Don't work for Loewe or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://logowik.com/content/uploads/images/loewe2671.jpg
Louis Vuitton,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Louis Vuitton's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Louis Vuitton products. Don't sell Louis Vuitton products. Don't work for Louis Vuitton or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://media.designrush.com/inspiration_images/136124/conversions/_1519762849_545_990__1513771354_519_louis-v1_b31600c58738-mobile.jpg
Maison Francis Kurkdjian,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Maison Francis Kurkdjian's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Maison Francis Kurkdjian products. Don't sell Maison Francis Kurkdjian products. Don't work for Maison Francis Kurkdjian or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://perfumesociety.org/wp-content/uploads/2014/04/FRANCIS-KURK-1.jpg
Maison Margiela Fragrances,Partnership between fashion house Maison Margiela and L'Oreal to produce their frangrances range.,"Maison Margiela Fragrances is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Maison Margiela Fragrances products. Don't sell Maison Margiela Fragrances products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://admin.showstudio.com/images/qJ-C79aRXkFj725FPJYdSkL5QgU=/376561/width-640%7Cformat-jpeg/f92ad3f3434f7a20ca931285c2df9906.png
Marc Jacobs,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Marc Jacobs's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Marc Jacobs products. Don't sell Marc Jacobs products. Don't work for Marc Jacobs or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://i.pinimg.com/originals/5d/fe/db/5dfedbb30f0bc5803283b79a4c9da8fd.jpg
Mugler Beauty,Partnership between fashion house Mugler and L'Oreal to produce their beauty range.,"Mugler Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Mugler Beauty products. Don't sell Mugler Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://notwanepharmacy.store/wp-content/uploads/2020/08/mugler-logo.png
Prada Beauty,Partnership between fashion house Prada and L'Oreal to produce their beauty range.,"Prada Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Prada Beauty products. Don't sell Prada Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/102010/prada-original.png
Puma,Puma is a German sportswear manufacturer and retailer sponsors athletes and teams in various sports.,"Puma is the main sponsor of the Israel Football Association (IFA), which includes teams in Israel’s illegal settlements on occupied Palestinian land.",https://thisispuma.com/,Don't buy Puma products until they stop sponsoring IFA and Israeli teams opperating in illegal settlements. Don't work for Puma.,Any other sports brand which does not sponsor israeli teams in occupied territories.,https://staticg.sportskeeda.com/editor/2023/03/bda84-16779522739911-1920.jpg
Ralph Lauren Frangrances,Partnership between fashion house Ralph Lauren and L'Oreal to produce their frangrances range.,"Ralph Lauren Frangrances is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Ralph Lauren Frangrances products. Don't sell Ralph Lauren Frangrances products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0003/0211/brand.gif
STELLA by Stella McCartney,"A cosmetics brand owned by Bernard Arnaults company, LVMH","The owner of STELLA by Stella McCartney's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy STELLA by Stella McCartney products. Don't sell STELLA by Stella McCartney products. Don't work for STELLA by Stella McCartney or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://r.lvmh-static.com/uploads/2022/08/stella-logo.png
Skechers,Footwear brand focussing on sneakers.,"Michael S Greenberg, the president of Skechers, is a zionist who has posted pro israel content on his instagram.",https://www.instagram.com/p/CzMMTQgLu9Q/,Don't buy Skechers products. Don't sell Skechers products. Don't work for Skechers Groupe.,Other brand trainers/sneakers.,https://logowik.com/content/uploads/images/skechers5769.logowik.com.webp
Skims,Shapewear brand by Kim Kardashian,"Kim Kardashian has shared a message to her 'Jewish friends' condemning the October 7th operation, but has not condemned israel for its genocide of Gaza. ",https://www.instagram.com/p/CyRnmHgvhgv/,Don't buy Skims products. Don't sell Skims products. Don't work for Skims.,"Many non Kim related shapewear brands, also many non branded.",https://pbs.twimg.com/profile_images/1619738248468922368/dYCNOxM__400x400.jpg
TAG Heuer,"A luxury watch brand owned by Bernard Arnaults company, LVMH","The owner of TAG Heuer's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy TAG Heuer products. Don't sell TAG Heuer products. Don't work for TAG Heuer or LVMH.,,https://i.pinimg.com/originals/50/5f/1d/505f1dc613cff29078ccb445708b7b33.png
Ted Baker,Clothing retailer based in the UK.,"A five-year agreement since 2018 allows Delta Galil to develop, produce and distribute men’s underwear, loungewear and thermal wear for Ted Baker exclusively worldwide.",https://www.businesswire.com/news/home/20180713005434/en/Ted-Baker-Signs-New-Licensing-Agreement-with-Delta-Galil,Don't buy Ted Baker products unless they agree to not use Delta Galil or any other Israeli manufacturer. Don't sell Ted Baker goods. Don't work for Ted Baker.,Non designer label clothing.,https://cdn.worldvectorlogo.com/logos/ted-baker.svg
Tiffany & Co.,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Tiffany & Co.'s parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Tiffany & Co. products. Don't sell Tiffany & Co. products. Don't work for Tiffany & Co. or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk. Local jewellers.,https://clearvisioneyecare.ca/wp-content/uploads/2017/03/Tiffany-Co-logo.jpg
Valentino Beauty,Partnership between fashion house Valentino and L'Oreal to produce their beauty range.,"Valentino Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Valentino Beauty products. Don't sell Valentino Beauty products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0002/2916/brand.gif
Viktor & Rolf Beauty,Partnership between fashion house Viktor & Rolf and L'Oreal to produce their beauty range.,"Viktor & Rolf Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Viktor & Rolf Beauty products. Don't sell Viktor & Rolf Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based perfumes. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/062010/VR_logo.gif
Yves Saint Laurent Beauty / YSL Beauty,Partnership between fashion house YSL and L'Oreal to produce their beauty range.,"YSL Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy YSL Beauty products. Don't sell YSL Beauty products. Don't work for L'Oreal Groupe.,Huda beauty. Lush cosmetics. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/102014/logo_cassandre-ysl.png
