Name,Description,Reason,Proof,How to Boycott,Alternatives,Logo URL
Fenty Beauty by Rihanna,"A cosmetics brand part owned by Rihanna and part owned by Bernard Arnaults company, LVMH","The owner of Fenty's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Fenty products. Don't sell Fenty products. Don't work for Fenty or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://seeklogo.com/images/F/fenty-logo-C76A749839-seeklogo.com.png
Giorgio Armani Beauty,Partnership between fashion house Giorgio Armani and L'Oreal to produce their beauty range.,"Giorgio Armani Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Giorgio Armani Beauty products. Don't sell Giorgio Armani Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTihVZ6h9Are1xzGGeBlltY1uVSlkblolMzowx4AV7hEXFYMawBy7krb_Ut0Tm7w8RfgNw&usqp=CAU
Givenchy,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Givenchy's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Givenchy products. Don't sell Givenchy products. Don't work for Givenchy or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://i.pinimg.com/originals/3d/a0/35/3da0354353d0d7dc17f95af8ebc3efb8.png
Kenzo,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Kenzo's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Kenzo products. Don't sell Kenzo products. Don't work for Kenzo or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://logowik.com/content/uploads/images/kenzo8232.jpg
Loewe,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Loewe's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Loewe products. Don't sell Loewe products. Don't work for Loewe or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://logowik.com/content/uploads/images/loewe2671.jpg
Louis Vuitton,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Louis Vuitton's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Louis Vuitton products. Don't sell Louis Vuitton products. Don't work for Louis Vuitton or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://media.designrush.com/inspiration_images/136124/conversions/_1519762849_545_990__1513771354_519_louis-v1_b31600c58738-mobile.jpg
Maison Francis Kurkdjian,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Maison Francis Kurkdjian's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Maison Francis Kurkdjian products. Don't sell Maison Francis Kurkdjian products. Don't work for Maison Francis Kurkdjian or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://perfumesociety.org/wp-content/uploads/2014/04/FRANCIS-KURK-1.jpg
Maison Margiela Fragrances,Partnership between fashion house Maison Margiela and L'Oreal to produce their frangrances range.,"Maison Margiela Fragrances is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Maison Margiela Fragrances products. Don't sell Maison Margiela Fragrances products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://admin.showstudio.com/images/qJ-C79aRXkFj725FPJYdSkL5QgU=/376561/width-640%7Cformat-jpeg/f92ad3f3434f7a20ca931285c2df9906.png
Marc Jacobs,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Marc Jacobs's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Marc Jacobs products. Don't sell Marc Jacobs products. Don't work for Marc Jacobs or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk.,https://i.pinimg.com/originals/5d/fe/db/5dfedbb30f0bc5803283b79a4c9da8fd.jpg
Marks and Spencer / M&S,"British multinational retailer that specialises in selling clothing, beauty products, home products and food products.","Marks & Spencer has been a pro zionist entity since its inception, with various members of its management openly declaring support for the zionist state. For over 100 years, they have been the biggest commercial conduit between Israel and the UK. More recently however, they have publicly distanced themselves from having 'political' ties and aims. And since the last statements in support of Israel were around the year 2000, it is difficult to tell how much their leadership supports Israel.",https://www.ihrc.org.uk/briefing-a-brief-chronology-of-the-marks-spencer-israel-relationship/,Don't shop at M&S. Don't work for M&S.,Asda. Co-op.,https://corporate.marksandspencer.com/sites/marksandspencer/files/styles/desktop/public/marksandspencer/logos/m-s-logo.png
Mugler Beauty,Partnership between fashion house Mugler and L'Oreal to produce their beauty range.,"Mugler Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Mugler Beauty products. Don't sell Mugler Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://notwanepharmacy.store/wp-content/uploads/2020/08/mugler-logo.png
Prada Beauty,Partnership between fashion house Prada and L'Oreal to produce their beauty range.,"Prada Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Prada Beauty products. Don't sell Prada Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/102010/prada-original.png
Ralph Lauren Frangrances,Partnership between fashion house Ralph Lauren and L'Oreal to produce their frangrances range.,"Ralph Lauren Frangrances is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Ralph Lauren Frangrances products. Don't sell Ralph Lauren Frangrances products. Don't work for L'Oreal Groupe.,Unbranded oil based fragrances. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0003/0211/brand.gif
River Island,Clothing retail store,"The owners of River Island, Lewis family, also own the Isrotel hotal chain in Israel and have support and start many zionist initiatives, spearheaded by the now deceased David Lewis.",https://www.thejc.com/news/uk/river-island-founder-david-lewis-dies-at-87-1.26225,Dont buy River Island products. Don't work for River Island.,,https://eu-images.contentstack.com/v3/assets/blt781c383a1983f673/bltd2ce17abcde2167e/621c9c6327606b7ce81a315e/riverisland.png
STELLA by Stella McCartney,"A cosmetics brand owned by Bernard Arnaults company, LVMH","The owner of STELLA by Stella McCartney's parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy STELLA by Stella McCartney products. Don't sell STELLA by Stella McCartney products. Don't work for STELLA by Stella McCartney or LVMH.,Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://r.lvmh-static.com/uploads/2022/08/stella-logo.png
Skechers,Footwear brand focussing on sneakers.,"Michael S Greenberg, the president of Skechers, is a zionist who has posted pro israel content on his instagram.",https://www.instagram.com/p/CzMMTQgLu9Q/,Don't buy Skechers products. Don't sell Skechers products. Don't work for Skechers Groupe.,Other brand trainers/sneakers.,https://logowik.com/content/uploads/images/skechers5769.logowik.com.webp
Skims,Shapewear brand by Kim Kardashian,"Kim Kardashian has shared a message to her 'Jewish friends' condemning the October 7th operation, but has not condemned israel for its genocide of Gaza. ",https://www.instagram.com/p/CyRnmHgvhgv/,Don't buy Skims products. Don't sell Skims products. Don't work for Skims.,"Many non Kim related shapewear brands, also many non branded.",https://pbs.twimg.com/profile_images/1619738248468922368/dYCNOxM__400x400.jpg
Ted Baker,Clothing retailer based in the UK.,"A five-year agreement since 2018 allows Delta Galil to develop, produce and distribute men’s underwear, loungewear and thermal wear for Ted Baker exclusively worldwide.",https://www.businesswire.com/news/home/20180713005434/en/Ted-Baker-Signs-New-Licensing-Agreement-with-Delta-Galil,Don't buy Ted Baker products unless they agree to not use Delta Galil or any other Israeli manufacturer. Don't sell Ted Baker goods. Don't work for Ted Baker.,Non designer label clothing.,https://cdn.worldvectorlogo.com/logos/ted-baker.svg
Tesco,British multinational groceries and general merchandise retailer,"Tesco is partnering with an Israeli start, Trigo Retail, up to deliver till-less stores with several already open in London. Michael Gabay, the CEO of Trigo is a staunch zionist.",https://www.businesswire.com/news/home/20211018005203/en/Trigo-Powers-Fully-Autonomous-Tesco-Grocery-Store-in-Central-London,"Dont buy Tesco products, especially from their GetGo stores. Pressure Tesco to drop their partnership with Trigo, and to choose a local partner instead.",Asda. Co-op. Aldi. Lidl.,https://assets.website-files.com/622733c59bf20d8a074764f6/622733c59bf20dbdf4476887_Tesco.png
Tiffany & Co.,"A fashion brand owned by Bernard Arnaults company, LVMH","The owner of Tiffany & Co.'s parent company, LVMH, Bernard Arnault invests hundreds of millions in Israeli companies",https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,Don't buy Tiffany & Co. products. Don't sell Tiffany & Co. products. Don't work for Tiffany & Co. or LVMH.,Unbranded oil based fragrances. Non designer clothing and accessories. Lush cosmetics. Huda beauty. Sunnamusk. Local jewellers.,https://clearvisioneyecare.ca/wp-content/uploads/2017/03/Tiffany-Co-logo.jpg
Tom Ford Beauty,"Cosmetics company, owned by Estee Lauder.","Tom Ford Beauty is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,"Dont buy products from the vast catalogue of Estee Lauder. Brands include MAC cosmetics, Clinique, Bobbi Brown, Jo Malone, La Mer, Tom Ford Beauty and many more. Don't work for Estee Lauder brands.",Unbranded oil based fragrances. Lush cosmetics. Huda beauty. Sunnamusk.,https://media.licdn.com/dms/image/D4E0BAQH9tPiLt38cxA/company-logo_200_200/0/1695305566079?e=2147483647&v=beta&t=er2z4E0XEEsougatDEiiqIlaKhIJ4JnbpT2yTPKZqbM
Valentino Beauty,Partnership between fashion house Valentino and L'Oreal to produce their beauty range.,"Valentino Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Valentino Beauty products. Don't sell Valentino Beauty products. Don't work for L'Oreal Groupe.,Lush cosmetics. Huda beauty.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0002/2916/brand.gif
Victorias Secret,"Victorias Secret and PINK are lingerie, loungewear and beauty brands.","Les Wexner who owns L Brands, the parent company of Victorias Secret, is a staunch ally of Israel, and a long time business partner of Jeffrey Epstein, the convicted child trafficker.",https://www.timesofisrael.com/the-relationship-between-epstein-and-jewish-philanthropist-wexner-explained/,"Don't buy Victorias Secret products, including the Pink brand. Don't work for Victorias Secret. Call out Victorias Secret models for being complicit.",Non designer brand underwear.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/042017/untitled-2_15.png
Viktor & Rolf Beauty,Partnership between fashion house Viktor & Rolf and L'Oreal to produce their beauty range.,"Viktor & Rolf Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy Viktor & Rolf Beauty products. Don't sell Viktor & Rolf Beauty products. Don't work for L'Oreal Groupe.,Unbranded oil based perfumes. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/062010/VR_logo.gif
Yves Saint Laurent Beauty / YSL Beauty,Partnership between fashion house YSL and L'Oreal to produce their beauty range.,"YSL Beauty is a partnership with L'Oreal, which is a 'warm friend of Israel'. After sending a letter to the Arab League with information helping the boycott, they paid a $1.4m fine and issued an apology, before fostering a new relationship with Israel, with heavy investment and even operating a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,Don't buy YSL Beauty products. Don't sell YSL Beauty products. Don't work for L'Oreal Groupe.,Huda beauty. Lush cosmetics. Sunnamusk.,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/102014/logo_cassandre-ysl.png
