Name,Description,Reason,Proof,How to Boycott,Alternatives,Logo URL
Doritos,"Brand of flavoured tortilla snacks, a wholly owned subsidiary of PepsiCo","The owner of Doritos, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Doritos products. Don't sell Doritos products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl.",https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0019/5529/brand.gif
Felix,Felix is a pet food brand owned by Nestle.,"The owner of the Felix brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Felix products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/felix-logo-square-2023.png
Hellman's,"Condiments brands, mainly mayonnaise.","Hellman's is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Hellman's products. Don't sell Hellman's products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://cdn.sanity.io/images/92ui5egz/production/8fe76fd805ab71155fd402e9a90e584e36231910-1080x1080.png?w=375&h=375&fit=crop&auto=format
KFC,International fast food chain,Parent company Yum Brands is an investor in Israeli start ups,"https://www.calcalistech.com/ctech/articles/0,7340,L-3901254,00.html",Dont eat from KFC restaurants. Dont work in KFC restaurants.,Eat at local family owned businesses.,https://banner2.cleanpng.com/20180601/xyv/kisspng-colonel-sanders-kfc-dallas-crispy-fried-chicken-kfc-5b112003073f25.1634110215278489630297.jpg
KitKat,KitKat is a confectionary brand owned by Nestle.,"The owner of the KitKat brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy KitKat products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/kitkat-logo-square-2023.png
Knorr,"Soups, Buillon cubes and other cooking ingredients.","Knorr is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Knorr products. Don't sell Knorr products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://cdn.sanity.io/images/92ui5egz/production/e1b2dfa5598c94587747a2e58c588a8a0eb35580-1080x1080.jpg?w=375&h=375&fit=crop&auto=format
Lay's,Potato snacks brand owned by PepsiCo,"The owner of Lay's, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Lay's products. Don't sell Lay's products. Don't work for the PepsiCo Company.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://i.pinimg.com/originals/08/15/b3/0815b39bbb315d4aaf50b260de14a653.jpg
Lion,Lion is a breakfast cereal owned by Nestle.,"The owner of the Lion brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Lion products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/cereals-lion-logo.png
Maggi,Maggi is a cooking ingredients brand owned by Nestle.,"The owner of the Maggi brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Maggi products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,Supermarket own brand products.,https://www.nestle.com/sites/default/files/styles/thumbnail/public/maggi-logo-round-2022.png
Magnum Ice Creams,Ice cream brand.,"Magnum Ice Creams is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Magnum Ice Creams products. Don't sell Magnum Ice Creams products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://cdn.sanity.io/images/92ui5egz/production/26b76dc0a16aa60339c059b31babcb45a6d1409a-1080x1080.jpg?w=375&h=375&fit=crop&auto=format
Marks and Spencer / M&S,"British multinational retailer that specialises in selling clothing, beauty products, home products and food products.","Marks & Spencer has been a pro zionist entity since its inception, with various members of its management openly declaring support for the zionist state. For over 100 years, they have been the biggest commercial conduit between Israel and the UK. More recently however, they have publicly distanced themselves from having 'political' ties and aims. And since the last statements in support of Israel were around the year 2000, it is difficult to tell how much their leadership supports Israel.",https://www.ihrc.org.uk/briefing-a-brief-chronology-of-the-marks-spencer-israel-relationship/,Don't shop at M&S. Don't work for M&S.,Asda. Co-op.,https://corporate.marksandspencer.com/sites/marksandspencer/files/styles/desktop/public/marksandspencer/logos/m-s-logo.png
McDonalds,International fast food chain,McDonalds Israel supports IDF by providing free food and drinks to Israeli militants. See tweet (click translate) for reference.,https://twitter.com/McDonaldsIL/status/1715047104895230153,Dont eat at McDonald's. Don't work for McDonald's.,Local family owned restaurants.,https://1000logos.net/wp-content/uploads/2017/03/McDonalds-logo-500x281.png
Milkybar,Cheerios is a breakfast cereal owned by Nestle.,"The owner of the Cheerios brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Cheerios products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl, Asda.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/asset-library/publishingimages/brands/chocolate-confectionery/milkybar-logo-round.png
Mondelez,International snack company with 100s of brands,Mondelez invests in Israeli start ups in Occupied Palestine.,https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment,Don't buy Mondelez products. Don't sell Mondelez products. Don't work for Mondelez.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://s3-symbol-logo.tradingview.com/mondelez--600.png
Movenpick,Movenpick is an ice cream brand owned by Nestle.,"The owner of the Movenpick brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Movenpick products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/movenpick-logo-round-2021.png
Nesquik,Nesquik is a breakfast cereal owned by Nestle.,"The owner of the Nesquik brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Nesquik products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/nesquik-logo-round-2021.png
Nestle,Nestle is the largest public food company in the world.,Osem is an israeli food manufacturer which operates in Occupied Palestine. Nestle owns a controlling stake in Osem.,https://en.wikipedia.org/wiki/Osem_(company),Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra Salads and others which can be found via the wikipedia page in the source.,"Supermarket own brand options. For water, look for Saka or non-Nestle/Coca-Cola/Pepsico brands.",https://cdn.worldvectorlogo.com/logos/nestle-5.svg
Opentable,Opentable is a website owned by Booking Holdings.,"Booking.com, whos parent company Booking Holdings owns Opentable, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,Don't book on Opentable. Book directly with restaurants. They usually offer discounts and similar terms for direct bookings. Don't list your services on Opentable. Don't work for Booking Holdings.,Book directly with restaurants.,https://www.bookingholdings.com/wp-content/uploads/2018/02/bkng_brands-fullyopen-opentable.svg
Pepsi,Soft drinks manufacterer,PepsiCo owns SodaStream and 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.,https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy PepsiCo products. Don't sell PepsiCo products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl. Barr Drinks (owner of Irn Bru).",https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0021/0128/brand.gif
Perrier,Perrier is a sparkling water brand owned by Nestle.,"The owner of the Perrier brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Perrier products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products, eg. Aldi, Asda, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/perrier-logo-round-green.png
Pizza Hut,International fast food chain,Parent company Yum Brands is an investor in Israeli start ups.,"https://www.calcalistech.com/ctech/articles/0,7340,L-3901254,00.html",Dont eat food from Pizza Hut restaurants. Dont work in Pizza Hut restaurants.,Eat at local family owned businesses.,https://logowik.com/content/uploads/images/130_pizzahut.jpg
Popeyes,International fast food chain,"Popeyes is the sister company of Burger King, which supports IDF by providing free food and drinks to Israeli militants. See their instagram post (click translate) for reference.",https://www.instagram.com/p/CyORRWHIqeH/,Dont eat at Popeyes. Don't work for Popeyes.,Eat at local family owned businesses.,https://restaurantpropertysellers.com/wp-content/uploads/2021/11/popeyes-london-reviews.png
Procter & Gamble,American multinational consumer goods corporation.,"Procter and Gamble opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.",https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5,Don't buy P&G products. Don't sell P&G products. Don't work for P&G.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://logowik.com/content/uploads/images/108_procterandgamble.jpg
Purina,Purina is a pet food brand owned by Nestle.,"The owner of the Purina brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Purina products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/purina-logo-square-2023.png
Quaker Oats,Porridge oats brand owned by PepsiCo,"The owner of Quaker Oats, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Quaker Oats products. Don't sell Quaker Oats products. Don't work for the PepsiCo Company.,"Supermarket own brand products, eg. Aldi, Asda, Lidl.",https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/082012/quakeroats.jpg
Quality Street,Quality Street is a confectionary brand owned by Nestle.,"The owner of the Quality Street brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Quality Street products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/qs-logo-round.png
Sabra,Nestle is the largest public food company in the world.,Osem is an israeli food manufacturer which operates in Occupied Palestine. Nestle owns a controlling stake in Osem.,https://en.wikipedia.org/wiki/Osem_(company),Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra Salads and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl.",https://pbs.twimg.com/profile_images/1383060096251351050/Ip84a103_400x400.png
Sadaf Foods,Sadaf is a food exporter and wholesaler,Sadaf Foods sources produce from Occupied Palestine.,https://boycottsadaf.com/why-boycott-sadaf/,Don't buy Sadaf products. Don't sell Sadaf products. Tell your local store to stop selling Sadaf products.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://www.sadaf.com/cdn/shop/files/sadaf-logo_a5f4d83a-9320-4874-9e71-a4002d5e7f4a_600x.png
Shredded Wheat,Shredded Wheat is a breakfast cereal owned by Nestle.,"The owner of the Shredded Wheat brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Shredded Wheat products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/cereals-shredded-wheat-logo.png
Shreddies,Shreddies is a breakfast cereal owned by Nestle.,"The owner of the Shreddies brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Shreddies products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand alternatives, eg. Aldi, Lidl, Asda.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/cereals-shreddies-logo.png
Smarties,Smarties is a chocolate snack owned by Nestle.,"The owner of the Smarties brand, Nestle, owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.",https://en.wikipedia.org/wiki/Osem_(company),Don't buy Smarties products. Avoid Nestle products until they divest all operations in Occupied Palestine. Especially avoid any Osem brands such as Sabra and others which can be found via the wikipedia page in the source.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://www.nestle.com/sites/default/files/styles/thumbnail/public/smarties-logo-round-2022.png
Taco Bell,International fast food chain,Parent company Yum Brands is an investor in Israeli start ups.,"https://www.calcalistech.com/ctech/articles/0,7340,L-3901254,00.html",Dont eat food from Taco Bell restaurants. Dont work in Taco Bell restaurants.,Eat at local family owned businesses.,https://www.hatchwise.com/wp-content/uploads/2023/01/image-25.png
Tesco,British multinational groceries and general merchandise retailer,"Tesco is partnering with an Israeli start, Trigo Retail, up to deliver till-less stores with several already open in London. Michael Gabay, the CEO of Trigo is a staunch zionist.",https://www.businesswire.com/news/home/20211018005203/en/Trigo-Powers-Fully-Autonomous-Tesco-Grocery-Store-in-Central-London,"Dont buy Tesco products, especially from their GetGo stores. Pressure Tesco to drop their partnership with Trigo, and to choose a local partner instead.",Asda. Co-op. Aldi. Lidl.,https://assets.website-files.com/622733c59bf20d8a074764f6/622733c59bf20dbdf4476887_Tesco.png
Tim Hortons,International coffee and donut chain,"Tim Hortons is the sister company of Burger King, which supports IDF by providing free food and drinks to Israeli militants. See their instagram post (click translate) for reference.",https://www.instagram.com/p/CyORRWHIqeH/,Dont buy food or coffee at Tim Hortons. Don't work for Tim Hortons.,Caffe Nero.,https://fiu-original.b-cdn.net/fontsinuse.com/use-images/168/168197/168197.png?filename=Tim_Hortons_Maple_Leaf.png
Unilever,"Nutrition, healthcare and personal care product manufacturer and distributer.","Ben & Jerry's is owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Unilever products. Don't sell Unilever products.,"Supermarket own brand products. Eg. Aldi, Lidl.","https://cdn.sanity.io/images/92ui5egz/production/7c1c60e9afaaaa3cce61e5101717796d21b7f914-1426x1080.svg?rect=0,141,1426,799&w=150&h=84&fit=crop&auto=format"
Walker's,Potato snacks brand owned by PepsiCo,"The owner of Walker's, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall,Dont buy Walker's products. Don't sell Walker's products. Don't work for the PepsiCo Company.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://www.walkers.co.uk/assets/img/walkers__logo.png
Walls Ice Creams,Ice cream brand.,"Wall's Ice Creams is owned by Unilever. Ben & Jerry's is also owned by Unilever. When Ben & Jerry's decided to stop selling its products in Israel, Unilever sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.",https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/,Dont buy Wall's Ice Creams products. Don't sell Wall's Ice Creams products. Don't work for Unilever.,"Supermarket own brand products. Eg. Aldi, Lidl.",https://cdn.sanity.io/images/92ui5egz/production/88537a9efbbd962b3ff2f063af7b7b6985c146bc-1080x1080.png?w=375&h=375&fit=crop&auto=format
Walmart,"American multinational retail corporation that operates a chain of hypermarkets, discount department stores, and grocery stores.","Walmart was quick to pledge $1m to Israeli victims and condemned Hamas, however did not donate anything towards charities operating in Gaza for the victims of Israel's genocide.",https://www.jpost.com/business-and-innovation/article-770698,Dont shop at Walmart. Don't work for Walmart.,Local small supermarkets.,https://media.designrush.com/inspiration_images/345908/conversions/walmart_1-preview.jpg
Yum Foods,International fast food franchise owner,Yum Brands is an investor in Israeli start ups.,"https://www.calcalistech.com/ctech/articles/0,7340,L-3901254,00.html",Dont eat food from Yum Brands restaurants. Dont work in Yum Brands restaurants.,Eat at local family owned businesses.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Yum%21_Brands_logo.svg/1200px-Yum%21_Brands_logo.svg.png
